id,Title,Authors,id_original,Title_original,Raphael - Classification ,Raphael - Justification ,Guilherme - Classication,Guilherme - Justification,Final Classification
1225,Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection,Ylldlrlm R.; Aydln K.; Çetin O.,186,Bridging the Security Gap: An Empirical Analysis of LLM-API Integration Vulnerabilities and Mitigation Strategies,,,,,
1226,"Everything you wanted to know about ChatGPT: Components, capabilities, applications, and opportunities",Heidari A.; Navimipour N.J.; Zeadally S.; Chamola V.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1227,"On privacy, security, and trustworthiness in distributed wireless large AI models",Yang Z.; Xu W.; Liang L.; Cui Y.; Qin Z.; Debbah M.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1228,Human-Imperceptible Retrieval Poisoning Attacks in LLM-Powered Applications,Zhang Q.; Zeng B.; Zhou C.; Go G.; Shi H.; Jiang Y.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1229,Many-shot Jailbreaking,Anil C.; Durmus E.; Panickssery N.; Sharma M.; Benton J.; Kundu S.; Batson J.; Tong M.; Mu J.; Ford D.; Mosconi F.; Agrawal R.; Schaeffer R.; Bashkansky N.; Svenningsen S.; Lambert M.; Radhakrishnan A.; Denison C.; Hubinger E.J.; Bai Y.; Bricken T.; Maxwell T.; Schiefer N.; Sully J.; Tamkin A.; Lanhan T.; Nguyen K.; Korbak T.; Kaplan J.; Ganguli D.; Bowman S.R.; Perez E.; Grosse R.B.; Duvenaud D.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1230,MMA-Diffusion: MultiModal Attack on Diffusion Models,Yang Y.; Gao R.; Wang X.; Ho T.-Y.; Xu N.; Xu Q.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1231,Securing the Industrial Internet of Things against ransomware attacks: A comprehensive analysis of the emerging threat landscape and detection mechanisms,Al-Hawawreh M.; Alazab M.; Ferrag M.A.; Hossain M.S.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1232,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,Yang W.; Bi X.; Lin Y.; Chen S.; Zhou J.; Sun X.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1233,Internet of Things intrusion detection systems: a comprehensive review and future directions,Heidari A.; Jabraeil Jamali M.A.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1234,Generative AI in cybersecurity: A comprehensive review of LLM applications and vulnerabilities,Ferrag M.A.; Alwahedi F.; Battah A.; Cherif B.; Mechri A.; Tihanyi N.; Bisztray T.; Debbah M.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1235,A New Flow-Based Approach for Enhancing Botnet Detection Efficiency Using Convolutional Neural Networks and Long Short-Term Memory,Asadi M.; Heidari A.; Jafari Navimipour N.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1236,"LLM-Based Edge Intelligence: A Comprehensive Survey on Architectures, Applications, Security and Trustworthiness",Friha O.; Amine Ferrag M.; Kantarci B.; Cakmak B.; Ozgun A.; Ghoualmi-Zine N.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1237,A Secure Intrusion Detection Platform Using Blockchain and Radial Basis Function Neural Networks for Internet of Drones,Heidari A.; Jafari Navimipour N.; Unal M.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1238,"Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities",Yigit Y.; Ferrag M.A.; Ghanem M.C.; Sarker I.H.; Maglaras L.A.; Chrysoulas C.; Moradpoor N.; Tihanyi N.; Janicke H.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1239,Deep study on autonomous learning techniques for complex pattern recognition in interconnected information systems,Amiri Z.; Heidari A.; Jafari N.; Hosseinzadeh M.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1240,BadPrompt: Backdoor Attacks on Continuous Prompts,Cai X.; Xu H.; Xu S.; Zhang Y.; Yuan X.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1241,Securing and optimizing IoT offloading with blockchain and deep reinforcement learning in multi-user environments,Heidari A.; Jafari Navimipour N.; Jabraeil Jamali M.A.; Akbarpour S.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1242,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,Deng Z.; Guo Y.; Han C.; Ma W.; Xiong J.; Wen S.; Xiang Y.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
1243,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,Dong Y.; Meng X.; Yu N.; Li Z.; Guo S.,189,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,,,,,
